ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
813,maori,420,ngahere,ŋ a h e r e,,Biggs-85-2005,ngahere
1258,tahitian,420,ururaa'au,u r u r aː ʔ a u,,Clark-173-2005,ururaa'au
1950,mangareva,420,vao,v a o,,POLLEX,vao
1951,mangareva,420,ulu,u l u,,POLLEX,ulu
3157,sikaiana,420,vao,v a o,,POLLEX,vao
3406,northmarquesan,420,vao,v a o,,POLLEX,vao
4681,tuamotuan,420,vao,v a o,,POLLEX,vao
4683,tuamotuan,420,ŋahere,ŋ a h e r e,,POLLEX,ŋahere
5196,rurutuan,420,ururaaʔau,u r u r aː ʔ a u,,Meyer-128-2005,ururaaʔau
5704,hawaiian,420,ulu lā'au,u l u l aː ʔ a u,,71458,ulu lā'au
836,maori,1219,noke,n o k e,,Biggs-85-2005,noke
1279,tahitian,1219,to'e,t o ʔ e,,Clark-173-2005,to'e
1717,rapanui,1219,koreha,k o r e h a,,POLLEX,koreha
1974,mangareva,1219,iritoke,i r i t o k e,,POLLEX,iritoke
3432,northmarquesan,1219,toke,t o k e,,POLLEX,toke
4487,raivavae,1219,toʔe Gepo,t o ʔ e ɢ e p o,,Tamaititahio-1213-2015,toʔe Gepo
4707,tuamotuan,1219,toke,t o k e,,POLLEX,toke
5218,rurutuan,1219,toʔe,t o ʔ e,,Meyer-128-2005,toʔe
5726,hawaiian,1219,ko'e,k o ʔ e,,71458,ko'e
768,maori,1226,tau,t a u,,Biggs-85-2005,tau
1212,tahitian,1226,matahiti,m a t a h i t i,,Clark-173-2005,matahiti
1637,rapanui,1226,ta'u,t a ʔ u,,POLLEX,ta'u
1638,rapanui,1226,matahiti,m a t a h i t i,,POLLEX,matahiti
1889,mangareva,1226,ano,a n o,,POLLEX,ano
1890,mangareva,1226,tau,t a u,,POLLEX,tau
3113,sikaiana,1226,tau,t a u,,POLLEX,tau
3340,northmarquesan,1226,hua'a,h u a ʔ a,,POLLEX,hua'a
3341,northmarquesan,1226,tau,t a u,,POLLEX,tau
4430,raivavae,1226,matahiti,m a t a h i t i,,Tamaititahio-1213-2015,matahiti
4623,tuamotuan,1226,tau,t a u,,POLLEX,tau
5145,rurutuan,1226,mataʔiti,m a t a ʔ i t i,,Meyer-128-2005,mataʔiti
5658,hawaiian,1226,makahiki,m a k a h i k i,,71458,makahiki
789,maori,1424,koːfai,k oː f a i,,Biggs-85-2005,koowhai
1234,tahitian,1424,re'are'a,r e ʔ a r e ʔ a,,Clark-173-2005,re'are'a
1664,rapanui,1424,para,p a r a,,POLLEX,para
1916,mangareva,1424,rengarenga,r e ŋ a r e ŋ a,,POLLEX,rengarenga
3132,sikaiana,1424,felo,f e l o,,POLLEX,f/felo
3374,northmarquesan,1424,tokatoka,t o k a t o k a,,POLLEX,tokatoka
4449,raivavae,1424,GeʔaGeʔa,ɢ e ʔ a ɢ e ʔ a,,Tamaititahio-1213-2015,GeʔaGeʔa
4645,tuamotuan,1424,reŋareŋa,r e ŋ a r e ŋ a,,POLLEX,reŋareŋa
5170,rurutuan,1424,reʔareʔa,r e ʔ a r e ʔ a,,Meyer-128-2005,reʔareʔa
5677,hawaiian,1424,lena,l e n a,,71458,lena
745,maori,1213,koutou,k o u t o u,,Biggs-85-2005,koutou
746,maori,1213,koorua,k oː r u a,,Biggs-85-2005,koorua
1190,tahitian,1213,'outou,ʔ o u t o u,,Clark-173-2005,'outou
1191,tahitian,1213,'oorua,ʔ oː r u a,,Clark-173-2005,'oorua
1617,rapanui,1213,korua,k o r u a,,POLLEX,korua
1871,mangareva,1213,kōtou,k oː t o u,,POLLEX,kōtou
1872,mangareva,1213,kōrua,k oː r u a,,POLLEX,kōrua
1873,mangareva,1213,korua,k o r u a,,POLLEX,korua
3095,sikaiana,1213,koutou,k o u t o u,,POLLEX,koutou
3096,sikaiana,1213,koulua,k o u l u a,,POLLEX,koulua
3316,northmarquesan,1213,kotou,k o t o u,,POLLEX,kotou
4412,raivavae,1213,ʔoutou,ʔ o u t o u,,Tamaititahio-1213-2015,ʔoutou
4413,raivavae,1213,ʔōGua,ʔ oː ɢ u a,,Tamaititahio-1213-2015,ʔōGua
4604,tuamotuan,1213,koutou,k o u t o u,,POLLEX,koutou
4605,tuamotuan,1213,koorua,k oː r u a,,POLLEX,koorua
5122,rurutuan,1213,ʔoutou,ʔ o u t o u,,Meyer-128-2005,ʔoutou
5123,rurutuan,1213,ʔuurua,ʔ uː r u a,,Meyer-128-2005,ʔuurua
5633,hawaiian,1213,'oukou,ʔ o u k o u,,71458,'oukou
5634,hawaiian,1213,'olua,ʔ o l u a,,71458,'olua
